127.682,35.6818,0.86715,160.95,62.1388,0.695363,175.59,57.2496,0.554826,0.0,0.0,0.0,0.0,0.0,0.0,149.194,66.9858,0.726184,158.946,134.519,0.703452,139.42,185.404,0.765717,178.547,178.524,0.46768,191.251,177.548,0.420402,186.383,242.124,0.614888,199.029,301.81,0.717645,168.757,179.502,0.463228,152.142,247.998,0.627453,131.588,310.611,0.561644,104.176,303.749,0.359979,107.144,308.644,0.370667,132.562,323.297,0.445868,161.897,314.483,0.600495,165.821,311.581,0.493078,205.908,309.59,0.598985,7_000000000000_keypoints
120.801,35.7681,0.85352,155.045,62.1339,0.674812,168.761,57.2266,0.589353,0.0,0.0,0.0,0.0,0.0,0.0,143.324,67.0131,0.72538,152.129,131.587,0.720145,139.399,190.265,0.764944,175.558,184.384,0.508905,184.423,183.414,0.447027,183.424,245.037,0.700976,199.08,301.767,0.697712,164.831,184.417,0.482898,144.314,252.868,0.604501,127.644,315.486,0.633021,96.3718,306.655,0.421478,98.3565,309.621,0.4435,128.645,324.309,0.551738,160.948,314.486,0.581088,164.828,312.535,0.452597,206.92,308.632,0.571201,7_000000000001_keypoints
120.802,35.7686,0.851615,155.047,62.1346,0.673871,168.764,57.2246,0.589534,0.0,0.0,0.0,0.0,0.0,0.0,143.323,67.0149,0.719204,152.135,132.545,0.718989,139.4,190.248,0.759841,175.562,184.408,0.517844,184.422,183.438,0.454351,183.427,245.043,0.697196,199.087,301.778,0.696089,164.839,185.393,0.490595,144.304,253.841,0.611067,127.671,316.436,0.649081,97.3533,306.675,0.359652,100.283,310.584,0.373539,128.66,324.316,0.54336,160.946,314.488,0.57895,164.827,312.537,0.451762,206.927,308.647,0.571561,7_000000000002_keypoints
128.603,35.7379,0.838941,160.956,65.0325,0.703762,175.609,58.229,0.568195,0.0,0.0,0.0,0.0,0.0,0.0,149.198,67.0478,0.712446,157.994,133.544,0.703312,140.369,186.36,0.752315,178.521,179.519,0.47537,191.259,179.501,0.427981,188.32,245.022,0.607765,199.081,301.829,0.710069,167.778,180.492,0.468603,152.094,250.928,0.600687,132.543,311.569,0.565137,103.205,303.73,0.359835,106.174,308.626,0.381138,133.527,323.295,0.431659,160.965,314.505,0.622254,164.85,312.542,0.496135,206.898,309.612,0.599477,7_000000000003_keypoints
128.601,35.7388,0.843553,160.955,65.0492,0.711303,175.605,59.1613,0.558982,0.0,0.0,0.0,0.0,0.0,0.0,149.189,67.0492,0.71663,157.997,133.531,0.697796,139.421,186.352,0.751396,177.572,180.494,0.476557,191.239,180.476,0.429753,188.326,245.027,0.617176,199.066,302.752,0.703185,167.764,181.462,0.466881,152.094,251.891,0.583588,131.589,310.613,0.583252,101.263,302.767,0.431683,105.189,307.658,0.446527,132.566,323.298,0.437164,160.962,314.493,0.62034,165.799,311.58,0.501598,206.89,309.61,0.586838,7_000000000004_keypoints
128.611,35.7617,0.846685,160.962,65.0397,0.703383,175.606,59.1711,0.55239,175.593,119.831,0.050407,0.0,0.0,0.0,149.201,67.0203,0.729025,158.002,133.523,0.702991,139.427,186.356,0.752794,178.522,178.537,0.480136,191.247,177.552,0.428381,187.347,243.104,0.590221,199.07,301.812,0.70915,167.798,179.519,0.471407,152.096,250.911,0.602836,131.581,311.574,0.580781,100.268,301.825,0.419304,105.152,307.653,0.42368,132.564,323.311,0.430198,160.968,314.487,0.625201,165.803,311.576,0.511396,206.894,309.592,0.589215,7_000000000005_keypoints
128.605,35.751,0.852566,160.955,64.0877,0.69791,175.603,58.2428,0.552655,175.598,119.839,0.0501445,0.0,0.0,0.0,149.199,66.9962,0.735144,157.996,132.566,0.70054,140.367,186.348,0.751865,177.583,177.568,0.483891,191.238,176.591,0.428486,187.351,242.129,0.591534,199.071,301.811,0.707165,167.797,178.543,0.47374,152.1,249.94,0.587958,131.589,311.585,0.557546,100.273,302.757,0.354279,105.176,308.602,0.356716,133.526,323.319,0.396543,160.963,314.489,0.625168,164.853,311.586,0.510316,206.898,309.591,0.586182,7_000000000006_keypoints
128.601,35.7547,0.847557,160.965,64.0649,0.692362,175.62,58.2103,0.561449,175.588,119.844,0.0506113,0.0,0.0,0.0,150.142,66.993,0.733278,157.99,133.537,0.697017,139.424,186.374,0.750584,178.522,180.488,0.472067,191.252,179.505,0.421219,188.33,244.051,0.616383,199.072,301.814,0.705637,167.795,181.463,0.466575,152.092,251.907,0.591463,131.575,312.546,0.562022,99.3078,302.754,0.371452,105.158,308.604,0.369282,132.571,324.262,0.410838,160.96,314.482,0.614902,164.85,311.582,0.505101,206.9,309.597,0.580237,7_000000000007_keypoints
128.611,35.7469,0.841704,160.953,64.0808,0.692582,175.587,58.234,0.545463,175.59,120.802,0.0505554,0.0,0.0,0.0,150.165,66.9953,0.738783,158.932,133.536,0.703086,140.382,186.358,0.752091,178.529,180.481,0.468936,191.249,179.5,0.418608,188.323,243.105,0.60518,199.074,301.822,0.707751,168.73,181.461,0.463264,152.093,251.9,0.593054,131.586,312.539,0.563577,99.2979,301.824,0.404869,105.142,307.66,0.401914,132.571,324.262,0.417969,161.895,313.528,0.608834,165.808,311.56,0.505885,206.9,309.602,0.584637,7_000000000008_keypoints
128.607,35.7424,0.835522,160.955,64.0624,0.688438,175.592,58.2278,0.552794,175.598,120.802,0.0507987,0.0,0.0,0.0,150.161,66.0756,0.740032,158.0,133.523,0.69827,140.378,186.363,0.750899,178.53,179.51,0.469992,191.251,178.526,0.419842,188.303,243.081,0.577389,199.078,301.817,0.693443,168.733,180.496,0.460528,152.103,250.927,0.596466,131.587,310.6,0.586935,99.2995,302.752,0.475644,105.162,307.668,0.476489,133.531,323.291,0.422938,161.93,313.533,0.598132,166.786,311.555,0.508406,206.909,309.594,0.575136,7_000000000009_keypoints
