0.0,0.0,0.0,343.849,66.0223,0.188148,357.543,65.0651,0.218538,363.4,88.5165,0.191749,372.217,105.197,0.108987,332.118,66.0279,0.150296,0.0,0.0,0.0,0.0,0.0,0.0,326.252,114.944,0.284664,338.962,115.929,0.30854,347.785,137.438,0.560074,343.839,168.782,0.551124,312.554,112.013,0.206529,318.401,133.526,0.458152,302.762,158.97,0.660171,317.411,170.707,0.600659,315.461,168.761,0.53913,296.89,159.959,0.631556,349.714,174.611,0.319546,348.751,175.614,0.397619,340.902,175.568,0.545259,20_000000000000_keypoints
0.0,0.0,0.0,325.307,106.144,0.489562,338.934,108.107,0.418168,342.86,129.613,0.272266,345.786,144.294,0.183521,316.436,105.15,0.43027,302.763,121.765,0.20495,0.0,0.0,0.0,317.476,145.287,0.377904,327.22,147.221,0.324746,332.09,156.04,0.0676147,0.0,0.0,0.0,309.599,144.318,0.323492,301.787,152.126,0.0572696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000001_keypoints
0.0,0.0,0.0,326.227,106.147,0.453846,338.944,108.117,0.395349,342.86,128.662,0.264948,345.795,144.291,0.175728,316.435,105.154,0.395165,302.764,121.773,0.179749,0.0,0.0,0.0,317.475,145.278,0.341939,328.184,146.268,0.2911,332.089,155.067,0.0680714,0.0,0.0,0.0,309.591,144.312,0.287512,301.787,152.124,0.0612937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000002_keypoints
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000003_keypoints
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000004_keypoints
0.0,0.0,0.0,326.251,106.167,0.417958,338.954,110.062,0.370666,342.869,129.634,0.236504,345.793,145.252,0.156552,316.455,105.166,0.355473,302.768,121.782,0.139664,0.0,0.0,0.0,317.466,145.273,0.290109,327.216,146.27,0.246729,0.0,0.0,0.0,0.0,0.0,0.0,309.597,144.309,0.232129,301.787,153.103,0.0580529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000005_keypoints
0.0,0.0,0.0,325.309,106.129,0.50199,337.99,107.123,0.434083,341.907,127.669,0.295481,345.783,144.261,0.199417,316.446,105.152,0.438799,302.786,121.763,0.201851,0.0,0.0,0.0,319.394,145.271,0.370002,329.178,146.253,0.334561,333.08,158.97,0.0731767,0.0,0.0,0.0,309.631,144.307,0.315467,309.608,156.024,0.0645229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000006_keypoints
0.0,0.0,0.0,325.305,106.162,0.514191,337.994,108.094,0.443144,341.907,128.647,0.299615,344.838,144.285,0.196103,316.432,105.184,0.458079,302.77,121.788,0.194054,0.0,0.0,0.0,319.39,145.288,0.378713,329.172,146.272,0.346433,332.132,157.996,0.0692837,0.0,0.0,0.0,309.634,145.249,0.322473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000007_keypoints
0.0,0.0,0.0,325.306,106.162,0.511923,337.989,107.147,0.441865,341.91,128.632,0.297194,345.799,144.289,0.210677,316.43,105.188,0.452083,302.774,121.811,0.168886,0.0,0.0,0.0,319.407,145.287,0.375701,330.135,146.265,0.345774,333.085,159.947,0.0729397,0.0,0.0,0.0,309.642,145.252,0.320864,303.747,153.105,0.0524187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000008_keypoints
0.0,0.0,0.0,326.227,106.164,0.508984,338.928,108.088,0.440635,341.923,128.63,0.293036,345.81,144.288,0.20979,316.435,105.194,0.455558,302.776,121.812,0.167032,0.0,0.0,0.0,320.363,145.284,0.373972,330.143,146.261,0.34644,333.076,158.975,0.0711281,0.0,0.0,0.0,310.579,145.253,0.319735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20_000000000009_keypoints
